submissionId,userId,userName,projectName,firstLine,month,day,currentWeekOfIso,targetYear,reviewerDecision
cmqqytgkr00pcstjk1z5mgzqz,import-garrett-hayes,Garrett Hayes,Infotech 2024,"1/15:  Planning PR (PR-OMS-25-00387) submitted for approval to include IGCE that lists the quote for the entire year.  Currently with Will, and then route to Tiffany and Vaughn.",1,15,2025-01-28T22:00:00.000Z,2025,
cmqqytgl600pgstjkv8ljusg0,import-garrett-hayes,Garrett Hayes,Infotech 2024,1/21:,1,21,2025-01-28T22:00:00.000Z,2025,
cmqqytglk00pkstjkxmxlzmap,import-garrett-hayes,Garrett Hayes,Infotech 2024,1/27 APP updated and resubmitted with COR nomination.,1,27,2025-01-28T22:00:00.000Z,2025,
cmqqytgld00pistjkhd2rdl77,import-garrett-hayes,Garrett Hayes,Infotech 2024,1/27 SRO approved memo,1,27,2025-01-28T22:00:00.000Z,2025,
cmqqytghq00omstjku3k3dcm3,import-garrett-hayes,Garrett Hayes,Infotech 2024,10/22 Pending/verification of subscriptions from Tiffany before requesting a quote.,10,22,2025-11-04T22:00:00.000Z,2025,
cmqqytghj00okstjkhwhjt2wf,import-garrett-hayes,Garrett Hayes,Infotech 2024,10/8 Renewal efforts will begin towards the end of October as this is due to appropriated funds being used.,10,8,2025-10-21T21:00:00.000Z,2025,
cmqqytghy00oostjknzirowzt,import-garrett-hayes,Garrett Hayes,Infotech 2024,11/1 Waiting on Quote from vendor before submitting documents and PR.,11,1,2025-11-04T22:00:00.000Z,2025,
cmqqytgi600oqstjk589mwcdn,import-garrett-hayes,Garrett Hayes,Infotech 2024,11/15 Submitted the funding PR for renewal for $168k,11,15,2025-11-18T22:00:00.000Z,2025,
cmqqytgin00oustjkuvl40zgr,import-garrett-hayes,Garrett Hayes,Infotech 2024,12/16: No updates for the current task order.  New award status is under the New Awards and Recompetes Infotech report.,12,16,2025-12-16T22:00:00.000Z,2025,
cmqqytgif00osstjkipvuahhc,import-garrett-hayes,Garrett Hayes,Infotech 2024,12/2: No updates for the current task order.  New award status is under the New Awards and Recompetes Infotech report.,12,2,2025-12-02T22:00:00.000Z,2025,
cmqqytgiv00owstjkwzsu25qw,import-garrett-hayes,Garrett Hayes,Infotech 2024,"12/30: Contracting office notified me that the new award will not be in place by 10 January.  They requested that a modification to extend the current PoP be created.  Contractor stated an extension is not possible, however, notified the CO that if they were willing to provide a notice of intent for the new award, they would continue services.  The CO has not responded.  I'm following up.",12,30,2025-12-30T22:00:00.000Z,2025,
cmqqytgls00pmstjki8c8s3w8,import-garrett-hayes,Garrett Hayes,Infotech 2024,2/12 Waiting on Funding approval to purchase laptops.,2,12,2025-02-25T22:00:00.000Z,2025,
cmqqytglz00postjkafppaawy,import-garrett-hayes,Garrett Hayes,Infotech 2024,3/11:  PR is on hold and waiting on new compliance memo to be signed.,3,11,2025-03-11T21:00:00.000Z,2025,
cmqqytgm700pqstjkrc6dlkis,import-garrett-hayes,Garrett Hayes,Infotech 2024,4/15: EO memo approved,4,15,2025-04-22T21:00:00.000Z,2025,
cmqqytgmf00psstjkj2d06exq,import-garrett-hayes,Garrett Hayes,Infotech 2024,4/16: final package submitted to ITAD for award,4,16,2025-04-22T21:00:00.000Z,2025,
cmqqytgmn00pustjkauf5ymwx,import-garrett-hayes,Garrett Hayes,Infotech 2024,4/29: Awarded PR-OMS-25-00379,4,29,2025-05-06T21:00:00.000Z,2025,
cmqqytgmz00pwstjkndvjnd1t,import-garrett-hayes,Garrett Hayes,Infotech 2024,"8/18 received quote and IGCE, compliance memo submitted.",8,18,2025-08-26T21:00:00.000Z,2025,
cmqqytgn800pystjkbktvezkz,import-garrett-hayes,Garrett Hayes,Infotech 2024,8/25 Compliance memo approved,8,25,2025-08-26T21:00:00.000Z,2025,
cmqqytgng00q0stjkpc4pv9dj,import-garrett-hayes,Garrett Hayes,Infotech 2024,"8/26 PR-OMS-25-01159 submitted for final CY 25 buy $5,881,912.52",8,26,2025-08-26T21:00:00.000Z,2025,
cmqqytgnp00q2stjk3wtzioc7,import-garrett-hayes,Garrett Hayes,Infotech 2024,9/09 Awarded,9,9,2025-09-09T21:00:00.000Z,2025,
cmqqyte2100bmstjkiibn3jms,import-michelle-cuilla,Michelle Cuilla,ITI3,01/05:,1,5,2025-01-14T22:00:00.000Z,2025,
cmqqyte1p00bkstjktw9hyhhf,import-michelle-cuilla,Michelle Cuilla,ITI3,1/28:,1,28,2025-01-28T22:00:00.000Z,2025,
cmqqytcp3003sstjk9s6tkyjy,import-dawn-lamb,Dawn Lamb,ITS-EPA IV HESC II (High-End Scientific Computing),01/05: PR and APP package with CO. Revised LSJ received from and due back to CO by COB 01/07. APP Kickoff meeting with new CO scheduled for 01/12.,1,5,2025-01-14T22:00:00.000Z,2025,
cmqqytcpb003ustjk77awl0l7,import-dawn-lamb,Dawn Lamb,ITS-EPA IV HESC II (High-End Scientific Computing),01/29: $0PR and APP package with CO. Funded PR to be submitted week 02/02.,1,29,2025-02-11T22:00:00.000Z,2025,
cmqqytcpk003wstjkxpgixu58,import-dawn-lamb,Dawn Lamb,ITS-EPA IV HESC II (High-End Scientific Computing),02/10: $0PR and APP package with CO. Revised LSJ with OGC for review. Program office is drafting technical requirements in case OGC determines we cannot proceed with LSJ. Funded PR is in SRO approval process.,2,10,2025-02-11T22:00:00.000Z,2025,
cmqqytco8003kstjkwqc2zih7,import-dawn-lamb,Dawn Lamb,ITS-EPA IV HESC II (High-End Scientific Computing),"02/24: $0PR and APP package with CO. OGC approved revised LSJ, and CO is routing for review and signature. Program office is drafting technical requirements in case OGC determines we cannot proceed with LSJ. Funded PR is in SRO approval process.",2,24,2025-02-25T22:00:00.000Z,2025,
cmqqytco0003istjk8qlhhzb1,import-dawn-lamb,Dawn Lamb,ITS-EPA IV HESC II (High-End Scientific Computing),03/10: Solicitation posted. Q&A closes 03/09. Solicitation closes 03/13. CGER and SRO approval received. Waiting on LOAs to route funded PR for approval.,3,10,2025-03-11T21:00:00.000Z,2025,
cmqqytcnr003gstjk97y5pm4o,import-dawn-lamb,Dawn Lamb,ITS-EPA IV HESC II (High-End Scientific Computing),"03/24: NNG15SC59B / 68HERF26F0053 awarded on 03/20. Total dollar value $3,829,621.64.",3,24,2025-03-25T21:00:00.000Z,2025,
cmqqytcnj003estjkr5nu6rlo,import-dawn-lamb,Dawn Lamb,ITS-EPA IV HESC II (High-End Scientific Computing),"04/21: No Updates. There should not be any updates until next recompete, beginning in 09/26.",4,21,2025-04-22T21:00:00.000Z,2025,
cmqqytcoh003mstjk3pdogoeb,import-dawn-lamb,Dawn Lamb,ITS-EPA IV HESC II (High-End Scientific Computing),"11/03: FY26 CSI List received from program office, APP document and IGCE created, and FITARA submitted and awaiting approval. Once FITARA approval is received, documents will be submitted to OAS.",11,3,2025-11-04T22:00:00.000Z,2025,
cmqqytcoo003ostjkygbb91sy,import-dawn-lamb,Dawn Lamb,ITS-EPA IV HESC II (High-End Scientific Computing),"11/18: FY26 CSI List received from program office, APP document and IGCE created, and FITARA approval received. All documentation sent to OCPO.",11,18,2025-11-18T22:00:00.000Z,2025,
cmqqytcow003qstjk2f0j09ms,import-dawn-lamb,Dawn Lamb,ITS-EPA IV HESC II (High-End Scientific Computing),"12/16: FY26 CSI List received from program office, APP document and IGCE created, and FITARA approval received. All documentation sent to OCPO. PR-OFA-26-00085 routed to OFA 12/17. Funding approved at $5M.",12,16,2025-12-16T22:00:00.000Z,2025,
cmqqytctq004sstjk29hm6w6s,import-garrett-hayes,Garrett Hayes,ITSM / STAR Support,01/05: Contract funded through 03/15. EO Compliance Review form and PR to exercise OP3 and fund 03/16-04/30 in progress.,1,5,2025-01-14T22:00:00.000Z,2025,
cmqqytctx004ustjkdmwjf2de,import-garrett-hayes,Garrett Hayes,ITSM / STAR Support,01/29: Contract funded through 03/15. PR to exercise OP3 and fund 03/16-04/30 is with OCPO and is in progress.,1,29,2025-02-11T22:00:00.000Z,2025,
cmqqytcu5004wstjki52tfkj6,import-garrett-hayes,Garrett Hayes,ITSM / STAR Support,02/10: No updates. Contract funded through 03/15. PR to exercise OP3 and fund 03/16-04/30 is with OCPO and is in progress.,2,10,2025-02-11T22:00:00.000Z,2025,
cmqqytcsf004gstjkixkyra3e,import-garrett-hayes,Garrett Hayes,ITSM / STAR Support,02/24: No updates. Contract funded through 03/15. PR to exercise OP3 and fund 03/16-04/30 is with OCPO and is in progress.,2,24,2025-02-25T22:00:00.000Z,2025,
cmqqytcs8004estjkmlobvjc7,import-garrett-hayes,Garrett Hayes,ITSM / STAR Support,03/10: Contract funded through 04/30.,3,10,2025-03-11T21:00:00.000Z,2025,
cmqqytcs0004cstjk1lw3zk5e,import-garrett-hayes,Garrett Hayes,ITSM / STAR Support,03/25: No Updates. Contract funded through 04/30.,3,25,2025-03-25T21:00:00.000Z,2025,
cmqqytcrt004astjkaf5tcnry,import-garrett-hayes,Garrett Hayes,ITSM / STAR Support,04/07: Contract funded through remainder of FY26.,4,7,2025-04-08T21:00:00.000Z,2025,
cmqqytcrl0048stjkh59fxrym,import-garrett-hayes,Garrett Hayes,ITSM / STAR Support,04/21: No Updates. Contract funded through remainder of FY26.,4,21,2025-04-22T21:00:00.000Z,2025,
cmqqytcrc0046stjk7lhhlt5j,import-garrett-hayes,Garrett Hayes,ITSM / STAR Support,05/05: No Updates. Contract funded through remainder of FY26.,5,5,2025-05-06T21:00:00.000Z,2025,
cmqqytcr30044stjkec6nnamt,import-garrett-hayes,Garrett Hayes,ITSM / STAR Support,05/19: No Updates. Contract funded through remainder of FY26.,5,19,2025-05-20T21:00:00.000Z,2025,
cmqqytcqt0042stjkg823q0hn,import-garrett-hayes,Garrett Hayes,ITSM / STAR Support,06/02: No Updates. Contract funded through remainder of FY26.,6,2,2025-06-03T21:00:00.000Z,2025,
cmqqytcqk0040stjkqbm7ichl,import-garrett-hayes,Garrett Hayes,ITSM / STAR Support,06/16: No Updates. Contract funded through remainder of FY26.,6,16,2025-06-17T21:00:00.000Z,2025,
cmqqytcso004istjklsfzonqu,import-garrett-hayes,Garrett Hayes,ITSM / STAR Support,10/07: Key personnel updated.,10,7,2025-10-07T21:00:00.000Z,2025,
cmqqytcsv004kstjk1f46m6we,import-garrett-hayes,Garrett Hayes,ITSM / STAR Support,"10/21: Funding for 12/01/25 - 12/31/25 approved by WCFD Division Director. PR-OMS-26-00045 created, funding approved, and EO Compliance Review form submitted and waiting for approval. Once EO Compliance Review form is approved, PR will be routed.",10,21,2025-10-21T21:00:00.000Z,2025,
cmqqytct3004mstjk1zzbptdd,import-garrett-hayes,Garrett Hayes,ITSM / STAR Support,11/03: Contract funded through 12/31,11,3,2025-11-04T22:00:00.000Z,2025,
cmqqytctb004ostjkbfjp6yyi,import-garrett-hayes,Garrett Hayes,ITSM / STAR Support,11/18: No updates. Contract funded through 12/31,11,18,2025-11-18T22:00:00.000Z,2025,
cmqqytctj004qstjkay8bhnbb,import-garrett-hayes,Garrett Hayes,ITSM / STAR Support,"12/16: Contract funded through 12/31. Funding approved 01/01/26 - 04/30/26. PR-OFA-26-00089 in progress to fund the balance of OP2 from 01/01/26 - 03/15/26. Funding approved and EO Compliance Review form approved. PR-OFA-26-00090 to exercise OP3 and fund OP3 03/16/26 - 04/30/26 also in progress. Funding approved, and corrected EO Compliance Review form in-progress.",12,16,2025-12-16T22:00:00.000Z,2025,
cmqqytgrb00qkstjk1r3l04og,import-kim-farmer,Kim Farmer,Jan. 2026 PC (Laptops) Refresh,"1/27:  EO Compliance form was submitted for approval in the amount of $$2,674,940.46.  COR is completing other documentation that is required for PR.",1,27,2025-01-28T22:00:00.000Z,2025,
cmqqytgqy00qistjkw0ypsmiu,import-kim-farmer,Kim Farmer,Jan. 2026 PC (Laptops) Refresh,3/17:  Fully awarded Contract # 68HERF26F0048.,3,17,2025-03-25T21:00:00.000Z,2025,
cmqqytbj5000lstjko5yamug9,import-adam-vanenwyck,Adam VanEnwyck,Managed Print Services (MPS),01/05:,1,5,2025-01-14T22:00:00.000Z,2025,
cmqqytbjj000nstjksax9gusj,import-adam-vanenwyck,Adam VanEnwyck,Managed Print Services (MPS),01/29:,1,29,2025-02-11T22:00:00.000Z,2025,
cmqqytbhe000dstjk0fhbxqu7,import-adam-vanenwyck,Adam VanEnwyck,Managed Print Services (MPS),02/17:,2,17,2025-02-25T22:00:00.000Z,2025,
cmqqytbh0000bstjkwmirr0kp,import-adam-vanenwyck,Adam VanEnwyck,Managed Print Services (MPS),03/02:,3,2,2025-03-11T21:00:00.000Z,2025,
cmqqytbgl0009stjkfahhmx6t,import-adam-vanenwyck,Adam VanEnwyck,Managed Print Services (MPS),03/24:,3,24,2025-03-25T21:00:00.000Z,2025,
cmqqytbg40007stjk1rmsm8gu,import-adam-vanenwyck,Adam VanEnwyck,Managed Print Services (MPS),04/07:,4,7,2025-04-08T21:00:00.000Z,2025,
cmqqxvxru002skj726dec7m67,import-adam-vanenwyck,Adam VanEnwyck,Managed Print Services (MPS),04/21:,4,21,2025-04-22T21:00:00.000Z,2025,
cmqqytbfm0005stjknaixhwgf,import-adam-vanenwyck,Adam VanEnwyck,Managed Print Services (MPS),04/21:,4,21,2025-04-22T21:00:00.000Z,2025,
cmqqxvxro002qkj72jxw97sbh,import-adam-vanenwyck,Adam VanEnwyck,Managed Print Services (MPS),05/04:,5,4,2025-05-06T21:00:00.000Z,2025,
cmqqxvxri002okj72hkukv47x,import-adam-vanenwyck,Adam VanEnwyck,Managed Print Services (MPS),06/01:,6,1,2025-06-03T21:00:00.000Z,2025,
cmqqytbht000fstjks08kerms,import-adam-vanenwyck,Adam VanEnwyck,Managed Print Services (MPS),10/06:,10,6,2025-10-07T21:00:00.000Z,2025,
cmqqytbid000hstjkqrmfsfwg,import-adam-vanenwyck,Adam VanEnwyck,Managed Print Services (MPS),10/21:,10,21,2025-10-21T21:00:00.000Z,2025,
cmqqytbir000jstjkdhfwsgwz,import-adam-vanenwyck,Adam VanEnwyck,Managed Print Services (MPS),11/03:,11,3,2025-11-04T22:00:00.000Z,2025,
cmqqytdt200aastjk1iqi0yir,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),02/04: PR Submitted (PR-OFA-26-00145) and routed to FCO for approval for 49 Lexmark Printers to replenish inventory.,2,4,2025-02-11T22:00:00.000Z,2025,
cmqqytdma0094stjkcv978f2x,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),1/05:,1,5,2025-01-14T22:00:00.000Z,2025,
cmqqytdua00aistjk2f0dbq0m,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),1/06: COR Submitted FITARA for approval.,1,6,2025-01-14T22:00:00.000Z,2025,
cmqqytdtz00agstjkely8t8ga,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),1/12:  EO Compliance form was approved for $300K for entire year of 2026.,1,12,2025-01-14T22:00:00.000Z,2025,
cmqqytdly0092stjk6jcu6o4k,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),1/14:,1,14,2025-01-14T22:00:00.000Z,2025,
cmqqytdlo0090stjkolf2ru7n,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),1/21:  COR submitted EO Complaince form to incremental fund for an additional month (April 2026).,1,21,2025-01-28T22:00:00.000Z,2025,
cmqqytdle008ystjkhgkkalmb,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),1/23:,1,23,2025-01-28T22:00:00.000Z,2025,
cmqqytdto00aestjkzgxjwx4q,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),1/26:  FITARA Approved,1,26,2025-01-28T22:00:00.000Z,2025,
cmqqytdtc00acstjk46xwa2lj,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),1/28:  FITARA Team fixing issue w/FITARA Approval Number as code didn't work in in EAS.,1,28,2025-01-28T22:00:00.000Z,2025,
cmqqytdum00akstjk4a4y4mli,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),12/29:  COR submitted EO Compliance form for $300K for entire year of 2026,12,29,2025-12-30T22:00:00.000Z,2025,
cmqqytdl3008wstjk98eyzw56,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),2/12:  COR submitted PR (PR-OFA-26-00297) to incrementally fund CLIN2001 (OY2) for 1 more month until end of April 2026 (in amount of $20K).,2,12,2025-02-25T22:00:00.000Z,2025,
cmqqytdkh008sstjkecma0a06,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),2/17:    COR approved January usage invoice in STAR.,2,17,2025-02-25T22:00:00.000Z,2025,
cmqqytdks008ustjkumrejd10,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),2/17:  MOD P0010 to incrementally fund contract for 1 month until end of April 2026.,2,17,2025-02-25T22:00:00.000Z,2025,
cmqqytdk4008qstjk1gz4p5jq,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),2/19:,2,19,2025-02-25T22:00:00.000Z,2025,
cmqqytdjt008ostjkfhkxn7e4,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),2/26:  Requested Quarterly Briefing Report with Changes.,2,26,2025-03-11T21:00:00.000Z,2025,
cmqqytdsd00a6stjkpv8f5whg,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),2/27:  PR still being processing and waiting to be awarded,2,27,2025-03-11T21:00:00.000Z,2025,
cmqqytdji008mstjkhao4u303,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),2/27:  TLG Submitted updated Quarterly Program Briefing Report.  COR scheduled meeting with CO for TLG to present this report.,2,27,2025-03-11T21:00:00.000Z,2025,
cmqqytdsq00a8stjk2zla8915,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),2/5:  Contracting Assigned a buyer:  Kaela Back,2,5,2025-02-11T22:00:00.000Z,2025,
cmqqytds000a4stjkyk2mdi2t,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),3/04:  COR modified the PR to decrease quantity 26 printers and accessories as requested by the Service Management Division.,3,4,2025-03-11T21:00:00.000Z,2025,
cmqqytdj7008kstjkqq3hj4cf,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),3/05:  TLG presented to the Contracting Officer and Contract Specialist the Quarterly Program Briefing.  CO and CS gave feedback and requested a few changes for next report.,3,5,2025-03-11T21:00:00.000Z,2025,
cmqqytdrr00a2stjkz9eu18ci,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),3/09;  CO has accepted modification and awaiting PR to be processed.,3,9,2025-03-11T21:00:00.000Z,2025,
cmqqytdit008istjkaficccb9,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),3/12:  Received February's invoice and usage report.,3,12,2025-03-25T21:00:00.000Z,2025,
cmqqytdik008gstjkftpkoroe,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),3/17:  Approved Invoice in IPP for February usage.,3,17,2025-03-25T21:00:00.000Z,2025,
cmqqytdi8008estjkvsnaapjw,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),3/18:  Region 1 contacted Lexmark regarding a low toner for new printer.,3,18,2025-03-25T21:00:00.000Z,2025,
cmqqytdhw008cstjkkfxm6eyj,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),"3/20:  Region 1 still didn't have any response from subcontractor, and reached out to Lexmark again.",3,20,2025-03-25T21:00:00.000Z,2025,
cmqqytdhn008astjkqb4agq3l,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),3/23:,3,23,2025-03-25T21:00:00.000Z,2025,
cmqqytdhb0088stjk1le0grc0,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),3/24:,3,24,2025-03-25T21:00:00.000Z,2025,
cmqqytdh00086stjkscolw6c2,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),3/25:,3,25,2025-03-25T21:00:00.000Z,2025,
cmqqytdgp0084stjkw3g18teo,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),3/26:  Region 1 had another toner out.  (New printer) (this one was delivered later date almost a week 4/3/2026).,3,26,2025-04-08T21:00:00.000Z,2025,
cmqqytdge0082stjksswg4ipp,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),3/27:  Region 1 had another new printer out of toner and COR contacted TLG (Prime Contractor) to expediate new toner.,3,27,2025-04-08T21:00:00.000Z,2025,
cmqqytdg20080stjk7414brkb,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),3/31:,3,31,2025-04-08T21:00:00.000Z,2025,
cmqqytdfe007wstjkaiw5pufm,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),"4/10:  Toner for 833 printer are on back order and will arrive in the country next week.  Toner @ HQ (premier printer ) still waiting on .  Toner @ HQ (premier printer ) still waiting on.  TLG stated toner was shipped on 4/8/26 that toner was shipped, but still waiting.",4,10,2025-04-22T21:00:00.000Z,2025,
cmqqytdf2007ustjk4r1seabe,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),4/13:,4,13,2025-04-22T21:00:00.000Z,2025,
cmqqytdr3009ystjkuxwnwhde,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),4/13:  COR spoke to CO who stated just received back the brand name specific.  COs next is to solicit,4,13,2025-04-22T21:00:00.000Z,2025,
cmqqytder007sstjkp1zytyk1,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),4/14:,4,14,2025-04-22T21:00:00.000Z,2025,
cmqqytdqt009wstjk3i1oolio,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),"4/14:  CO solicited for 26 printers (including printers, stand, and staple finishers).",4,14,2025-04-22T21:00:00.000Z,2025,
cmqqytdeg007qstjkqkmxkq0x,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),4/16:  Premier toner was received and still asking about other toner for 833 -- Tix # INC1862071,4,16,2025-04-22T21:00:00.000Z,2025,
cmqqytdre00a0stjktfnjosmx,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),4/2:  COR waiting for contract to be awarded for new printer procurement.,4,2,2025-04-08T21:00:00.000Z,2025,
cmqqytdfq007ystjkrhw6vh56,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),"4/2:  HQ:  Premier printer toner was out and inoperable.  Toner overnighted (delivered supposedly on 4/3) but tehcnician didn't receive until Monday, April 6, 2026",4,2,2025-04-08T21:00:00.000Z,2025,
cmqqytdd8007ostjkld6jqi5o,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),4/21:,4,21,2025-04-22T21:00:00.000Z,2025,
cmqqytdcs007mstjkyqrel2dp,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),4/24:,4,24,2025-05-06T21:00:00.000Z,2025,
cmqqytdqi009ustjk0tqpvoye,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),4/27:  Contract was awarded to The Lioce Group w delivery date of 6/12/2026.,4,27,2025-05-06T21:00:00.000Z,2025,
cmqqytdch007kstjk3wyrjzvb,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),4/28:  Let TLG know that about 300 to 373 printers have not been included in our billing.  Program searched in invoice and don't have any of these serial #s.  Program Office Jean Gabriel also indicated that this coudl have happened more then a year ago or even since they started.,4,28,2025-05-06T21:00:00.000Z,2025,
cmqqytdc4007istjk1v5y2h8y,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),"4/30:  All printing devices are reporting in through LDCM and should see less and less manual requests for toners, and should be automated.",4,30,2025-05-06T21:00:00.000Z,2025,
cmqqytdal007astjkhxb6g8v5,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),5/12:,5,12,2025-05-20T21:00:00.000Z,2025,
cmqqytdb0007cstjkx786hrt9,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),5/12:  TLG Submitted deliverable – Service Review and Improvement Recommendation Report.  COR will review and provide feedback.,5,12,2025-05-20T21:00:00.000Z,2025,
cmqqytda50078stjkoi19dklx,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),5/16:,5,16,2025-05-20T21:00:00.000Z,2025,
cmqqytd9t0076stjkwfevhrt6,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),5/18:,5,18,2025-05-20T21:00:00.000Z,2025,
cmqqytd9i0074stjkpv0nwlx8,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),5/29:,5,29,2025-06-03T21:00:00.000Z,2025,
cmqqytdbs007gstjkg3ihbm2t,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),5/5:  COR requested update on 373 printers still not reporting .  TLG is supposedly meeting w/Chris Costa to determine how to bill EPA.  Requested update by 5/8/26.,5,5,2025-05-06T21:00:00.000Z,2025,
cmqqytdbe007estjkiowvckyy,import-dawn-lamb,Dawn Lamb,Managed Print Services (MPS),5/8:  COR did not receive update on 373 printers as TLG is still investigating and asked for extension until 5/12/2026.,5,8,2025-05-20T21:00:00.000Z,2025,
cmqqytggl00ofstjkct7k833t,import-kim-farmer,Kim Farmer,Microsoft ELA,01/29:,1,29,2025-02-11T22:00:00.000Z,2025,
cmqqytgd500npstjkn8ilw4uv,import-kim-farmer,Kim Farmer,Microsoft ELA,02/10:,2,10,2025-02-11T22:00:00.000Z,2025,
cmqqytg7w00mvstjk7npenubv,import-kim-farmer,Kim Farmer,Microsoft ELA,1/21: Approved compliance memo received.,1,21,2025-01-28T22:00:00.000Z,2025,
cmqqytg8900mxstjkvwwrei7y,import-kim-farmer,Kim Farmer,Microsoft ELA,"1/28:  The PR is currently with CO, who is reviewing the APP (submitted in Sept. 2025) and Statement of Work (SOW).  The CO is new and asking the COR questions to",1,28,2025-01-28T22:00:00.000Z,2025,
cmqqytg7j00mtstjkme9kibpi,import-kim-farmer,Kim Farmer,Microsoft ELA,"1/5:  Due to EAS routing issues, COR resubmitted (PR-OFA-26-00141) and routed to Contracting Team.  The PR is for a recompete, with an anticipated award by March 2026.",1,5,2025-01-14T22:00:00.000Z,2025,
cmqqytgdk00nrstjko1fb9wul,import-kim-farmer,Kim Farmer,Microsoft ELA,10/07:,10,7,2025-10-07T21:00:00.000Z,2025,
cmqqytgdy00ntstjkc24uu5yt,import-kim-farmer,Kim Farmer,Microsoft ELA,10/07:,10,7,2025-10-07T21:00:00.000Z,2025,
cmqqytgea00nvstjk10gj0c3i,import-kim-farmer,Kim Farmer,Microsoft ELA,11/03:,11,3,2025-11-04T22:00:00.000Z,2025,
cmqqytgek00nxstjkaju7rdqk,import-kim-farmer,Kim Farmer,Microsoft ELA,11/18:,11,18,2025-11-18T22:00:00.000Z,2025,
cmqqytg6o00mpstjks0m6igr3,import-kim-farmer,Kim Farmer,Microsoft ELA,11/3 Meeting with ITAD to map the recompete.,11,3,2025-11-04T22:00:00.000Z,2025,
cmqqytg7400mrstjk7ymgksqt,import-kim-farmer,Kim Farmer,Microsoft ELA,12/15 COR submitted PR (PR-OFA-26-00141) but was delayed to routing issues.,12,15,2025-12-16T22:00:00.000Z,2025,
cmqqytggd00odstjkapznaunx,import-kim-farmer,Kim Farmer,Microsoft ELA,12/29:,12,29,2025-12-30T22:00:00.000Z,2025,
cmqqytg6a00mnstjksmcr9vi0,import-kim-farmer,Kim Farmer,Microsoft ELA,2/10:  CO received comments from OGCE concerning Limited Source Justification (LSJ) for named source.,2,10,2025-02-11T22:00:00.000Z,2025,
cmqqxvy770079kj72x5i17j3g,import-jake-beja,Jake Beja,Mobile - EMDC - T-Mobile,03/27:,3,27,2025-04-08T21:00:00.000Z,2025,
cmqqxvy730077kj724j5rxg46,import-jake-beja,Jake Beja,Mobile - EMDC - T-Mobile,04/08:,4,8,2025-04-08T21:00:00.000Z,2025,
cmqqxvy6s0073kj72ecpxicop,import-jake-beja,Jake Beja,Mobile - EMDC - T-Mobile,05/04:,5,4,2025-05-06T21:00:00.000Z,2025,
